Total_Correlations,Positive_Correlations,Negative_Correlations,Very_Strong_Correlations,Strong_Correlations,Moderate_Correlations,Weak_Correlations,Four_Well_Correlations,Three_Well_Correlations,Two_Well_Correlations
189,117,72,0,15,93,81,8,12,169
