log_var,lab_var,num_wells,wells_found_in,r_values,avg_r,avg_abs_r,std_r,consistent_direction
Log_LSN,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.14614528771648072), 'HRDH_1867': np.float64(-0.7550675326758972)}",-0.45060641,0.45060641,0.304461122,TRUE
Log_SSN,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3224529188871865), 'HRDH_697': np.float64(-0.5772501617551709)}",-0.44985154,0.44985154,0.127398621,TRUE
Log_LSN,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.32711032621799907), 'HRDH_697': np.float64(-0.5718933840757403)}",-0.449501855,0.449501855,0.122391529,TRUE
Log_ZDEN,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(0.6949485099167998), 'HRDH_697': np.float64(0.19980142603917006)}",0.447374968,0.447374968,0.247573542,TRUE
Log_ZDNC,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(0.6949593615108651), 'HRDH_697': np.float64(0.19978580240877752)}",0.447372582,0.447372582,0.24758678,TRUE
Log_RUK,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.24398909936314572), 'HRDH_697': np.float64(0.6440544346034804)}",0.200032668,0.444021767,0.444021767,FALSE
Log_PE,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.41922665719243646), 'HRDH_697': np.float64(-0.466399836061172)}",-0.023586589,0.442813247,0.442813247,FALSE
Log_LSN,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.7480020302661188), 'HRDH_697': np.float64(0.13512422339874294)}",0.441563127,0.441563127,0.306438903,TRUE
Log_GRSL,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.3932020650290478), 'HRDH_697': np.float64(-0.4851676925975396)}",-0.045982814,0.439184879,0.439184879,FALSE
Log_U,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.40394610321067226), 'HRDH_697': np.float64(-0.47370189443742416)}",-0.438823999,0.438823999,0.034877896,TRUE
Log_ZCOR,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.41202375152735854), 'HRDH_697': np.float64(0.459511744573035)}",0.435767748,0.435767748,0.023743997,TRUE
Log_U,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5055255987361359), 'HRDH_697': np.float64(0.35765466317754935)}",-0.073935468,0.431590131,0.431590131,FALSE
Log_KC,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.2427115295446761), 'HRDH_1867': np.float64(0.6169688471064341)}",0.429840188,0.429840188,0.187128659,TRUE
Log_HRD2,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5095441806338455), 'HRDH_697': np.float64(0.34109411640679066)}",0.425319149,0.425319149,0.084225032,TRUE
Log_U,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5689349736094222), 'HRDH_697': np.float64(-0.2739778550918241)}",0.147478559,0.421456414,0.421456414,FALSE
Log_RUK,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.494914074944862), 'HRDH_697': np.float64(-0.34596433699650014)}",0.074474869,0.420439206,0.420439206,FALSE
Log_SPD,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': np.float64(-0.5726209471729248), 'HRDH_1867': np.float64(0.26537043618820133)}",-0.153625255,0.418995692,0.418995692,FALSE
Log_CNC,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.23826485119281507), 'HRDH_697': np.float64(-0.5985485730754232)}",-0.180141861,0.418406712,0.418406712,FALSE
Log_CN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.23100331137961264), 'HRDH_697': np.float64(-0.5985543466824306)}",-0.183775518,0.414778829,0.414778829,FALSE
Log_HRD2,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.567568952016165), 'HRDH_697': np.float64(-0.2610505438124853)}",0.153259204,0.414309748,0.414309748,FALSE
Log_TH,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.32630674679992727), 'HRDH_697': np.float64(-0.500707839739457)}",-0.087200546,0.413507293,0.413507293,FALSE
Log_HRD2,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5544186006172015), 'HRDH_697': np.float64(-0.27037842321545263)}",-0.412398512,0.412398512,0.142020089,TRUE
Log_K,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4531274763173282), 'HRDH_697': np.float64(-0.36856542865399966)}",0.042281024,0.410846452,0.410846452,FALSE
Log_HRD2,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5847629819730243), 'HRDH_697': np.float64(0.23655559926478245)}",0.410659291,0.410659291,0.174103691,TRUE
Log_GRSL,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.23468715922054603), 'HRDH_697': np.float64(0.5842896196283651)}",0.409488389,0.409488389,0.17480123,TRUE
Log_SHR,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5063648597426185), 'HRDH_697': np.float64(-0.31250961367588415)}",-0.409437237,0.409437237,0.096927623,TRUE
Log_GRSL,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5529701636972415), 'HRDH_697': np.float64(0.2630403608372824)}",0.408005262,0.408005262,0.144964901,TRUE
Log_K,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.43193605258953055), 'HRDH_697': np.float64(0.3829789736638435)}",0.407457513,0.407457513,0.024478539,TRUE
Log_WTBH,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.45137959229702607), 'HRDH_1867': np.float64(0.3626905764362797)}",-0.044344508,0.407035084,0.407035084,FALSE
Log_SSD,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.6274741271449661), 'HRDH_697': np.float64(-0.18552108007451618)}",0.220976524,0.406497604,0.406497604,FALSE
Log_KTHC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.3483499277418791), 'HRDH_1867': np.float64(0.4636907756767448)}",0.406020352,0.406020352,0.057670424,TRUE
Log_KTH,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.30611455470447135), 'HRDH_697': np.float64(0.5036060856751698)}",0.40486032,0.40486032,0.098745765,TRUE
Log_SHR,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5353111104605481), 'HRDH_697': np.float64(0.2686170892525104)}",-0.133347011,0.4019641,0.4019641,FALSE
Log_SSN,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.42810137698636297), 'HRDH_697': np.float64(-0.37450537806144435)}",0.026797999,0.401303378,0.401303378,FALSE
Log_KTH,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5121281710273689), 'HRDH_697': np.float64(-0.2899463422613825)}",0.111090914,0.401037257,0.401037257,FALSE
Log_RTHUC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.5499251507213649), 'HRDH_1867': np.float64(-0.2511152389844318)}",-0.400520195,0.400520195,0.149404956,TRUE
Log_SFT2,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.2503604116942467), 'HRDH_1867': np.float64(-0.5505356694215013)}",-0.150087629,0.400448041,0.400448041,FALSE
Log_SPD,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_1804']","{'HRDH_1119': np.float64(-0.4243996253672877), 'HRDH_1804': np.float64(0.3699425027227306)}",-0.027228561,0.397171064,0.397171064,FALSE
Log_TH,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.3093103746359602), 'HRDH_697': np.float64(-0.48138348477896004)}",-0.086036555,0.39534693,0.39534693,FALSE
Log_CNC,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.2658046080213853), 'HRDH_697': np.float64(0.5244514744961198)}",0.395128041,0.395128041,0.129323433,TRUE
Log_PE,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4915394224338805), 'HRDH_697': np.float64(0.2951176612362053)}",0.393328542,0.393328542,0.098210881,TRUE
Log_KTH,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.6242312108988488), 'HRDH_697': np.float64(-0.1621130168612624)}",-0.393172114,0.393172114,0.231059097,TRUE
Log_LSN,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(-0.5065662033544168), 'HRDH_697': np.float64(0.2787023025093414)}",-0.11393195,0.392634253,0.392634253,FALSE
Log_CNC,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.2232969963206054), 'HRDH_697': np.float64(0.560603453035783)}",0.391950225,0.391950225,0.168653228,TRUE
Log_CN,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.25885262220556715), 'HRDH_697': np.float64(0.5244558631837055)}",0.391654243,0.391654243,0.13280162,TRUE
Log_HRD1,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.25208303463759785), 'HRDH_1867': np.float64(-0.5305518455342972)}",-0.139234405,0.39131744,0.39131744,FALSE
Log_RTHK,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.3132431211767589), 'HRDH_697': np.float64(-0.46466018721532293)}",-0.075708533,0.388951654,0.388951654,FALSE
Log_K,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4698992750170461), 'HRDH_697': np.float64(0.30675498845114896)}",0.388327132,0.388327132,0.081572143,TRUE
Log_CN,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.21597859688043228), 'HRDH_697': np.float64(0.5606083420859348)}",0.388293469,0.388293469,0.172314873,TRUE
Log_RUK,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.17065849471470818), 'HRDH_697': np.float64(0.6017802640514754)}",0.215560885,0.386219379,0.386219379,FALSE
Log_SSD,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.3664631411368312), 'HRDH_697': np.float64(-0.404829649305396)}",-0.019183254,0.385646395,0.385646395,FALSE
Log_CAL,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.5071379370982003), 'HRDH_1867': np.float64(0.2585248401199589)}",-0.124306548,0.382831389,0.382831389,FALSE
Log_RTHK,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.12320788917461319), 'HRDH_697': np.float64(0.641404380685769)}",0.382306135,0.382306135,0.259098246,TRUE
Log_GR,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4179011055939029), 'HRDH_697': np.float64(0.34383985569444586)}",0.380870481,0.380870481,0.037030625,TRUE
Log_SSD,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.6449425996468187), 'HRDH_697': np.float64(0.1143315639157741)}",0.379637082,0.379637082,0.265305518,TRUE
Log_RTHK,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.24245065856167758), 'HRDH_697': np.float64(-0.51517613607465)}",-0.136362739,0.378813397,0.378813397,FALSE
Log_CALX,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.49820021837771916), 'HRDH_1867': np.float64(0.2585248401199589)}",-0.119837689,0.378362529,0.378362529,FALSE
Log_PE,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.49005126117994735), 'HRDH_697': np.float64(-0.2658129606227721)}",0.11211915,0.377932111,0.377932111,FALSE
Log_ZDNC,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(0.5557054623104127), 'HRDH_697': np.float64(0.1997858024087775)}",0.377745632,0.377745632,0.17795983,TRUE
Log_ZDEN,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(0.5556559587599561), 'HRDH_697': np.float64(0.19980142603917006)}",0.377728692,0.377728692,0.177927266,TRUE
Log_GRSL,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.417726209954192), 'HRDH_697': np.float64(0.33770343679874326)}",0.377714823,0.377714823,0.040011387,TRUE
Log_TH,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.20272824848588547), 'HRDH_697': np.float64(0.5512938581165503)}",0.377011053,0.377011053,0.174282805,TRUE
Log_THC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.23435660143723333), 'HRDH_1867': np.float64(0.5192071227538548)}",0.376781862,0.376781862,0.142425261,TRUE
Log_GRSL,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4238528739119169), 'HRDH_697': np.float64(0.3282413421221989)}",0.376047108,0.376047108,0.047805766,TRUE
Log_LSN,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.431093122525586), 'HRDH_697': np.float64(-0.31970049366407327)}",0.055696314,0.375396808,0.375396808,FALSE
Log_GR,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4283037421990864), 'HRDH_697': np.float64(-0.3097891514419506)}",0.059257295,0.369046447,0.369046447,FALSE
Log_HRD2,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.45014625039167394), 'HRDH_697': np.float64(0.28750664150967564)}",0.368826446,0.368826446,0.081319804,TRUE
Log_RTHK,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.12738329001597617), 'HRDH_697': np.float64(0.6007734187695352)}",0.364078354,0.364078354,0.236695064,TRUE
Log_ZDNC,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.41429236868485125), 'HRDH_697': np.float64(-0.3092707805970608)}",-0.361781575,0.361781575,0.052510794,TRUE
Log_ZDEN,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.4141824818598208), 'HRDH_697': np.float64(-0.3092743436015808)}",-0.361728413,0.361728413,0.052454069,TRUE
Log_HRD2,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.2547823560170092), 'HRDH_1867': np.float64(-0.4684448504770471)}",-0.106831247,0.361613603,0.361613603,FALSE
Log_RUK,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.21255886709312788), 'HRDH_697': np.float64(-0.5040706051672084)}",-0.358314736,0.358314736,0.145755869,TRUE
Log_SLTM,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.392959128588378), 'HRDH_697': np.float64(0.3231593361654699)}",0.358059232,0.358059232,0.034899896,TRUE
Log_GR,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5529097652866208), 'HRDH_697': np.float64(0.1614531988579648)}",0.357181482,0.357181482,0.195728283,TRUE
Log_SFT2,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5293710446342589), 'HRDH_697': np.float64(0.17745009318931207)}",0.353410569,0.353410569,0.175960476,TRUE
Log_GR,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4236860312877294), 'HRDH_697': np.float64(0.28264306135060907)}",0.353164546,0.353164546,0.070521485,TRUE
Log_GRSL,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.42833255589432084), 'HRDH_697': np.float64(-0.2779618684825657)}",0.075185344,0.353147212,0.353147212,FALSE
Log_SFT2,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5491193592386704), 'HRDH_697': np.float64(-0.15709357266777924)}",0.196012893,0.353106466,0.353106466,FALSE
Log_ZCOR,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.42574453148282365), 'HRDH_697': np.float64(0.2727474239961834)}",0.349245978,0.349245978,0.076498554,TRUE
Log_CNC,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.21664858099886145), 'HRDH_697': np.float64(0.47908369015767754)}",0.347866136,0.347866136,0.131217555,TRUE
Log_KTH,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.38513896354401167), 'HRDH_697': np.float64(-0.30785693109568724)}",-0.346497947,0.346497947,0.038641016,TRUE
Log_RTHK,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.25808312911792897), 'HRDH_697': np.float64(-0.434125115999315)}",-0.088020993,0.346104123,0.346104123,FALSE
Log_K,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4565163143803658), 'HRDH_697': np.float64(0.23458555001718573)}",0.345550932,0.345550932,0.110965382,TRUE
Log_CN,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.2092204152020839), 'HRDH_697': np.float64(0.4790908725499927)}",0.344155644,0.344155644,0.134935229,TRUE
Log_RTHK,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.12742819842889108), 'HRDH_697': np.float64(-0.5607299700823574)}",-0.216650886,0.344079084,0.344079084,FALSE
Log_PE,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': np.float64(0.5024799138759518), 'HRDH_1867': np.float64(-0.1855731658174688)}",0.158453374,0.34402654,0.34402654,FALSE
Log_SHR,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.4439340356560862), 'HRDH_1867': np.float64(-0.23649905767108348)}",-0.340216547,0.340216547,0.103717489,TRUE
Log_RTHKC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.19041827457131358), 'HRDH_1867': np.float64(0.48846160674508626)}",0.339439941,0.339439941,0.149021666,TRUE
Log_KTH,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5391150774674063), 'HRDH_697': np.float64(-0.13946125445830215)}",0.199826912,0.339288166,0.339288166,FALSE
Log_SSD,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5075090323889083), 'HRDH_697': np.float64(0.1705108175226439)}",0.339009925,0.339009925,0.168499107,TRUE
Log_RUK,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.11871001155016317), 'HRDH_697': np.float64(-0.5544282809628425)}",-0.336569146,0.336569146,0.217859135,TRUE
Log_ZDNC,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5130980569612236), 'HRDH_697': np.float64(-0.15518763619686876)}",-0.334142847,0.334142847,0.17895521,TRUE
Log_ZDEN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5129269254885589), 'HRDH_697': np.float64(-0.15513225817892143)}",-0.334029592,0.334029592,0.178897334,TRUE
Log_ZDNC,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5133811627222479), 'HRDH_697': np.float64(-0.15010437566583446)}",-0.331742769,0.331742769,0.181638394,TRUE
Log_ZDEN,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5131963104789461), 'HRDH_697': np.float64(-0.15015500718303534)}",-0.331675659,0.331675659,0.181520652,TRUE
Log_GRSL,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4092515157896048), 'HRDH_697': np.float64(-0.25340819872226117)}",0.077921659,0.331329857,0.331329857,FALSE
Log_TH,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.30884656851994613), 'HRDH_697': np.float64(-0.34979668041580414)}",-0.020475056,0.329321624,0.329321624,FALSE
Log_SSD,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': np.float64(0.4002997376749687), 'HRDH_1867': np.float64(0.2557057378376092)}",0.328002738,0.328002738,0.072297,TRUE
Log_RTHK,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.12619962151424394), 'HRDH_697': np.float64(-0.5296299151132869)}",-0.201715147,0.327914768,0.327914768,FALSE
Log_GRSLC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.25609781789378594), 'HRDH_1867': np.float64(0.39952882020148756)}",0.327813319,0.327813319,0.071715501,TRUE
Log_RUKC,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.244599892829794), 'HRDH_1867': np.float64(-0.4097352301538)}",-0.327167561,0.327167561,0.082567669,TRUE
Log_U,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.18130591217139558), 'HRDH_697': np.float64(0.471428244283316)}",0.145061166,0.326367078,0.326367078,FALSE
Log_SSD,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.33447579326901444), 'HRDH_697': np.float64(0.31780309781123106)}",0.326139446,0.326139446,0.008336348,TRUE
Log_SHR,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': np.float64(-0.47488649361019813), 'HRDH_1867': np.float64(0.17604022539048936)}",-0.149423134,0.32546336,0.32546336,FALSE
Log_CNC,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.10302908278117237), 'HRDH_697': np.float64(0.5473917905157889)}",0.325210437,0.325210437,0.222181354,TRUE
Log_GR,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.40963257131673825), 'HRDH_697': np.float64(-0.24008012345976087)}",0.084776224,0.324856347,0.324856347,FALSE
Log_SLTM,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.21516169281782835), 'HRDH_697': np.float64(-0.4334077023216015)}",-0.109123005,0.324284698,0.324284698,FALSE
Log_ZCOR,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.2832825296214201), 'HRDH_697': np.float64(-0.3632016667145099)}",-0.039959569,0.323242098,0.323242098,FALSE
Log_SLTM,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.19535993371731558), 'HRDH_697': np.float64(-0.4502428200457032)}",-0.127441443,0.322801377,0.322801377,FALSE
Log_ZCOR,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.28196408041143123), 'HRDH_1867': np.float64(-0.3599929104793016)}",-0.039014415,0.320978495,0.320978495,FALSE
Log_HRD1,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.46390411254735864), 'HRDH_697': np.float64(0.1741202428362184)}",0.319012178,0.319012178,0.144891935,TRUE
Log_SSN,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.43714288029781867), 'HRDH_697': np.float64(-0.20030595291179815)}",-0.318724417,0.318724417,0.118418464,TRUE
Log_SPD,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.18806097443918404), 'HRDH_1867': np.float64(0.44898961156415396)}",0.130464319,0.318525293,0.318525293,FALSE
Log_TH,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.2837499855734479), 'HRDH_697': np.float64(-0.35302994507440055)}",-0.03463998,0.318389965,0.318389965,FALSE
Log_SFT2,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4214388078344796), 'HRDH_697': np.float64(0.2125060963308222)}",0.316972452,0.316972452,0.104466356,TRUE
Log_KTH,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5198160253837325), 'HRDH_697': np.float64(0.10276358358874073)}",0.311289804,0.311289804,0.208526221,TRUE
Log_ZCOR,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.44682262642907555), 'HRDH_697': np.float64(0.16994270102562165)}",0.308382664,0.308382664,0.138439963,TRUE
Log_TH,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.19565486987751943), 'HRDH_697': np.float64(-0.41898659915925596)}",-0.111665865,0.307320735,0.307320735,FALSE
Log_CALX,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.4126394977142129), 'HRDH_1867': np.float64(0.19878408991633528)}",0.305711794,0.305711794,0.106927704,TRUE
Log_SFT2,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.46109641794399325), 'HRDH_697': np.float64(-0.14528853060239502)}",0.157903944,0.303192474,0.303192474,FALSE
Log_UC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.38539110883051636), 'HRDH_1867': np.float64(-0.21777952696957012)}",0.083805791,0.301585318,0.301585318,FALSE
