log_var,lab_var,num_wells,avg_r,avg_abs_r,wells_found_in
Log_HRD2,Lab_XRD_Anatase,2,-0.10683124723001894,0.3616136032470282,"['HRDH_1804', 'HRDH_1867']"
Log_RUK,Lab_XRF_K,2,-0.3583147361301681,0.3583147361301681,"['HRDH_1119', 'HRDH_697']"
Log_SLTM,Lab_XRF_Fe,2,0.35805923237692394,0.35805923237692394,"['HRDH_1119', 'HRDH_697']"
Log_GR,Lab_XRF_Fe,2,0.35718148207229283,0.35718148207229283,"['HRDH_1119', 'HRDH_697']"
Log_SFT2,Lab_XRF_Ca,2,0.35341056891178546,0.35341056891178546,"['HRDH_1119', 'HRDH_697']"
Log_GR,Lab_XRF_K,2,0.35316454631916927,0.35316454631916927,"['HRDH_1119', 'HRDH_697']"
Log_GRSL,Lab_XRF_P,2,0.07518534370587757,0.35314721218844325,"['HRDH_1119', 'HRDH_697']"
Log_SFT2,Lab_XRF_Na,2,0.19601289328544558,0.3531064659532248,"['HRDH_1119', 'HRDH_697']"
Log_ZCOR,Lab_XRF_Mg,2,0.3492459777395035,0.3492459777395035,"['HRDH_1119', 'HRDH_697']"
Log_CNC,Lab_XRF_K,2,0.3478661355782695,0.3478661355782695,"['HRDH_1119', 'HRDH_697']"
Log_KTH,Lab_XRF_Sr,2,-0.34649794731984945,0.34649794731984945,"['HRDH_1119', 'HRDH_697']"
Log_RTHK,Lab_XRF_Fe,2,-0.08802099344069303,0.346104122558622,"['HRDH_1119', 'HRDH_697']"
Log_K,Lab_XRF_K,2,0.34555093219877575,0.34555093219877575,"['HRDH_1119', 'HRDH_697']"
Log_CN,Lab_XRF_K,2,0.3441556438760383,0.3441556438760383,"['HRDH_1119', 'HRDH_697']"
Log_RTHK,Lab_XRF_Al,2,-0.21665088582673314,0.3440790842556242,"['HRDH_1119', 'HRDH_697']"
Log_PE,Lab_XRD_Plagioclase,2,0.1584533740292415,0.3440265398467103,"['HRDH_1119', 'HRDH_1867']"
Log_SHR,Lab_XRD_Dickite,2,-0.3402165466635848,0.3402165466635848,"['HRDH_1804', 'HRDH_1867']"
Log_RTHKC,Lab_XRD_Quartz,2,0.33943994065819993,0.33943994065819993,"['HRDH_1804', 'HRDH_1867']"
Log_KTH,Lab_XRF_Ca,2,0.19982691150455206,0.3392881659628542,"['HRDH_1119', 'HRDH_697']"
Log_SSD,Lab_XRF_Cl,2,0.3390099249557761,0.3390099249557761,"['HRDH_1119', 'HRDH_697']"
Log_RUK,Lab_XRF_Al,2,-0.3365691462565028,0.3365691462565028,"['HRDH_1119', 'HRDH_697']"
Log_ZDNC,Lab_XRF_Si,2,-0.33414284657904614,0.33414284657904614,"['HRDH_1119', 'HRDH_697']"
Log_ZDEN,Lab_XRF_Si,2,-0.33402959183374015,0.33402959183374015,"['HRDH_1119', 'HRDH_697']"
Log_ZDNC,Lab_XRF_Al,2,-0.33174276919404116,0.33174276919404116,"['HRDH_1119', 'HRDH_697']"
Log_ZDEN,Lab_XRF_Al,2,-0.3316756588309907,0.3316756588309907,"['HRDH_1119', 'HRDH_697']"
Log_GRSL,Lab_XRF_Si,2,0.0779216585336718,0.331329857255933,"['HRDH_1119', 'HRDH_697']"
Log_TH,Lab_XRF_Mg,2,-0.020475055947929005,0.32932162446787516,"['HRDH_1119', 'HRDH_697']"
Log_SSD,Lab_XRD_Plagioclase,2,0.32800273775628896,0.32800273775628896,"['HRDH_1119', 'HRDH_1867']"
Log_RTHK,Lab_XRF_Cl,2,-0.20171514679952152,0.3279147683137654,"['HRDH_1119', 'HRDH_697']"
Log_GRSLC,Lab_XRD_Dickite,2,0.3278133190476368,0.3278133190476368,"['HRDH_1804', 'HRDH_1867']"
Log_RUKC,Lab_XRD_Anatase,2,-0.327167561491797,0.327167561491797,"['HRDH_1804', 'HRDH_1867']"
Log_U,Lab_XRF_K,2,0.1450611660559602,0.3263670782273558,"['HRDH_1119', 'HRDH_697']"
Log_SSD,Lab_XRF_Mg,2,0.32613944554012275,0.32613944554012275,"['HRDH_1119', 'HRDH_697']"
Log_SHR,Lab_XRD_Plagioclase,2,-0.1494231341098544,0.3254633595003438,"['HRDH_1119', 'HRDH_1867']"
Log_CNC,Lab_XRF_Na,2,0.32521043664848065,0.32521043664848065,"['HRDH_1119', 'HRDH_697']"
Log_GR,Lab_XRF_Si,2,0.08477622392848869,0.32485634738824953,"['HRDH_1119', 'HRDH_697']"
Log_SLTM,Lab_XRF_P,2,-0.10912300475188656,0.3242846975697149,"['HRDH_1119', 'HRDH_697']"
Log_ZCOR,Lab_XRF_P,2,-0.039959568546544894,0.323242098167965,"['HRDH_1119', 'HRDH_697']"
Log_SLTM,Lab_XRD_Quartz,2,-0.1274414431641938,0.3228013768815094,"['HRDH_1119', 'HRDH_697']"
Log_ZCOR,Lab_XRD_Anatase,2,-0.039014415033935185,0.3209784954453664,"['HRDH_1804', 'HRDH_1867']"
Log_HRD1,Lab_XRF_Cl,2,0.3190121776917885,0.3190121776917885,"['HRDH_1119', 'HRDH_697']"
Log_SSN,Lab_XRF_Mg,2,-0.31872441660480844,0.31872441660480844,"['HRDH_1119', 'HRDH_697']"
Log_SPD,Lab_XRD_Illite/Mica,2,0.13046431856248497,0.318525293001669,"['HRDH_1804', 'HRDH_1867']"
Log_TH,Lab_XRF_P,2,-0.034639979750476335,0.3183899653239242,"['HRDH_1119', 'HRDH_697']"
Log_SFT2,Lab_XRF_Cl,2,0.3169724520826509,0.3169724520826509,"['HRDH_1119', 'HRDH_697']"
Log_KTH,Lab_XRF_Al,2,0.3112898044862366,0.3112898044862366,"['HRDH_1119', 'HRDH_697']"
Log_ZCOR,Lab_XRF_Ca,2,0.30838266372734857,0.30838266372734857,"['HRDH_1119', 'HRDH_697']"
Log_TH,Lab_XRF_Al,2,-0.11166586464086826,0.3073207345183877,"['HRDH_1119', 'HRDH_697']"
Log_CALX,Lab_XRD_Dickite,2,0.3057117938152741,0.3057117938152741,"['HRDH_1804', 'HRDH_1867']"
Log_SFT2,Lab_XRF_P,2,0.15790394367079913,0.3031924742731941,"['HRDH_1119', 'HRDH_697']"
Log_UC,Lab_XRD_Quartz,2,0.08380579093047312,0.3015853179000432,"['HRDH_1804', 'HRDH_1867']"
Log_HRD1,Lab_XRD_Plagioclase,2,0.30148056589504035,0.30148056589504035,"['HRDH_1119', 'HRDH_1867']"
Log_ZCOR,Lab_XRD_Plagioclase,2,0.3009186022128425,0.3009186022128425,"['HRDH_1119', 'HRDH_1867']"
Log_LSN,Lab_XRF_Ca,2,-0.30089446443216294,0.30089446443216294,"['HRDH_1119', 'HRDH_697']"
Log_SSD,Lab_XRD_K-Feldspar,2,-0.18078098597646486,0.29898430252545194,"['HRDH_1867', 'HRDH_697']"
Log_SLTM,Lab_XRF_Al,2,0.29812123012455544,0.29812123012455544,"['HRDH_1119', 'HRDH_697']"
Log_SFT2,Lab_XRD_K-Feldspar,2,-0.08978053455605356,0.29680940570443165,"['HRDH_1867', 'HRDH_697']"
Log_HRD2,Lab_XRD_K-Feldspar,2,-0.29456573195685976,0.29456573195685976,"['HRDH_1867', 'HRDH_697']"
Log_WTBH,Lab_XRD_Illite/Mica,2,-0.29338509460877815,0.29338509460877815,"['HRDH_1804', 'HRDH_1867']"
Log_CAL,Lab_XRD_Dickite,2,0.2929111741692755,0.2929111741692755,"['HRDH_1804', 'HRDH_1867']"
Log_KC,Lab_XRD_Illite/Mica,2,0.29231763506516784,0.29231763506516784,"['HRDH_1804', 'HRDH_1867']"
Log_PE,Lab_XRD_Chlorite,2,0.05823483094846019,0.2905697991815912,"['HRDH_1867', 'HRDH_697']"
Log_K,Lab_XRF_P,2,0.10602196669986315,0.28440166096790104,"['HRDH_1119', 'HRDH_697']"
Log_TH,Lab_XRF_S,2,-0.28430662289252856,0.28430662289252856,"['HRDH_1119', 'HRDH_697']"
Log_K,Lab_XRF_Ca,2,0.27849073056609674,0.27849073056609674,"['HRDH_1119', 'HRDH_697']"
Log_K,Lab_XRF_Mg,2,0.2778317284279795,0.2778317284279795,"['HRDH_1119', 'HRDH_697']"
Log_SFT2,Lab_XRD_Plagioclase,2,0.27645568412574534,0.27645568412574534,"['HRDH_1119', 'HRDH_1867']"
Log_RUK,Lab_XRF_Sr,2,-0.276189060494304,0.276189060494304,"['HRDH_1119', 'HRDH_697']"
Log_SPD,Lab_XRD_Dickite,2,-0.27611198410275484,0.27611198410275484,"['HRDH_1804', 'HRDH_1867']"
Log_HRD2,Lab_XRD_Plagioclase,2,0.2760686061188986,0.2760686061188986,"['HRDH_1119', 'HRDH_1867']"
Log_SLTM,Lab_XRF_Sr,2,-0.06817606057044509,0.27297262194457905,"['HRDH_1119', 'HRDH_697']"
Log_WTBH,Lab_XRD_Anatase,2,-0.03783808955071531,0.27215363233170614,"['HRDH_1804', 'HRDH_1867']"
Log_HRD2,Lab_XRF_P,2,0.2701892368140946,0.2701892368140946,"['HRDH_1119', 'HRDH_697']"
Log_WTBH,Lab_XRD_Plagioclase,2,-0.12877743080806078,0.268659421700983,"['HRDH_1119', 'HRDH_1867']"
Log_CN,Lab_XRF_Sr,2,-0.021970281761164293,0.2685971007338723,"['HRDH_1119', 'HRDH_697']"
Log_RUK,Lab_XRF_S,2,-0.26741809604598255,0.26741809604598255,"['HRDH_1119', 'HRDH_697']"
Log_CNC,Lab_XRF_Sr,2,-0.020678641388238578,0.2673018503020693,"['HRDH_1119', 'HRDH_697']"
Log_SFT2,Lab_XRF_Mg,2,0.2661106889331537,0.2661106889331537,"['HRDH_1119', 'HRDH_697']"
Log_TTEN,Lab_XRD_Illite/Mica,2,-0.2638435533677954,0.2638435533677954,"['HRDH_1804', 'HRDH_1867']"
Log_SLTM,Lab_XRF_S,2,-0.26383108313579806,0.26383108313579806,"['HRDH_1119', 'HRDH_697']"
Log_RUKC,Lab_XRD_Dickite,2,-0.2566280789374047,0.2566280789374047,"['HRDH_1804', 'HRDH_1867']"
Log_SLTM,Lab_XRF_Si,2,-0.010836901256213394,0.2563439255680175,"['HRDH_1119', 'HRDH_697']"
Log_HRD1,Lab_XRF_Mg,2,0.2560681500563865,0.2560681500563865,"['HRDH_1119', 'HRDH_697']"
Log_RTHKC,Lab_XRD_Anatase,2,-0.2557846506678001,0.2557846506678001,"['HRDH_1804', 'HRDH_1867']"
Log_SHR,Lab_XRD_Anatase,2,-0.2514327916313239,0.2514327916313239,"['HRDH_1804', 'HRDH_1867']"
Log_ZDEN,Lab_XRD_Plagioclase,2,-0.24335611194764029,0.24335611194764029,"['HRDH_1119', 'HRDH_1867']"
Log_ZDNC,Lab_XRD_Plagioclase,2,-0.24334889337045426,0.24334889337045426,"['HRDH_1119', 'HRDH_1867']"
Log_U,Lab_XRD_Quartz,2,-0.24186811443474188,0.24186811443474188,"['HRDH_1119', 'HRDH_697']"
Log_ZCOR,Lab_XRD_K-Feldspar,2,-0.06359029550443607,0.23801984924605912,"['HRDH_1867', 'HRDH_697']"
Log_U,Lab_XRF_Si,2,-0.2379530946342222,0.2379530946342222,"['HRDH_1119', 'HRDH_697']"
Log_HRD2,Lab_XRF_Mg,2,0.04976701356918427,0.23281952867259387,"['HRDH_1119', 'HRDH_697']"
Log_CN,Lab_XRF_Ca,2,0.23003766390050023,0.23003766390050023,"['HRDH_1119', 'HRDH_697']"
Log_ZDNC,Lab_XRF_Mg,2,-0.062185195751797526,0.2299460808952346,"['HRDH_1119', 'HRDH_697']"
Log_ZDEN,Lab_XRF_Mg,2,-0.06211657285627856,0.22987322405054292,"['HRDH_1119', 'HRDH_697']"
Log_RTHU,Lab_XRF_Mg,2,-0.05198657434931182,0.22729863653617677,"['HRDH_1119', 'HRDH_697']"
Log_CNC,Lab_XRF_Ca,2,0.22642072942994929,0.22642072942994929,"['HRDH_1119', 'HRDH_697']"
Log_SHR,Lab_XRF_P,2,-0.21559948905050305,0.21559948905050305,"['HRDH_1119', 'HRDH_697']"
Log_ZCOR,Lab_XRD_Chlorite,2,0.21099722530991574,0.21099722530991574,"['HRDH_1867', 'HRDH_697']"
Log_UC,Lab_XRD_Anatase,2,0.010864544315682803,0.21029998888976847,"['HRDH_1804', 'HRDH_1867']"
Log_SPD,Lab_XRD_Anatase,2,-0.20363640751012518,0.20363640751012518,"['HRDH_1804', 'HRDH_1867']"
Log_CHT,Lab_XRD_Quartz,2,0.09416892498445495,0.2016780727537374,"['HRDH_1119', 'HRDH_1867']"
Log_UC,Lab_XRD_Illite/Mica,2,-0.2002204976767525,0.2002204976767525,"['HRDH_1804', 'HRDH_1867']"
Log_SLTM,Lab_XRF_K,2,0.19319770171866074,0.19319770171866074,"['HRDH_1119', 'HRDH_697']"
Log_RTHU,Lab_XRD_Quartz,2,0.18502618969089618,0.18502618969089618,"['HRDH_1119', 'HRDH_697']"
Log_RTHK,Lab_XRF_Sr,2,0.04170856736949362,0.18438453349496958,"['HRDH_1119', 'HRDH_697']"
Log_RTHK,Lab_XRF_S,2,-0.18416351128050812,0.18416351128050812,"['HRDH_1119', 'HRDH_697']"
Log_RTHU,Lab_XRF_Cl,2,0.009411398113021344,0.1810973853517484,"['HRDH_1119', 'HRDH_697']"
Log_CALX,Lab_XRD_Anatase,2,0.18019001374716803,0.18019001374716803,"['HRDH_1804', 'HRDH_1867']"
Log_SHR,Lab_XRD_Chlorite,2,0.04806670954819976,0.18015185178629767,"['HRDH_1867', 'HRDH_697']"
Log_CAL,Lab_XRD_Anatase,2,0.17911349734316756,0.17911349734316756,"['HRDH_1804', 'HRDH_1867']"
Log_RTHK,Lab_XRF_P,2,0.040206536900736944,0.17834619860250106,"['HRDH_1119', 'HRDH_697']"
Log_TTEN,Lab_XRD_Anatase,2,0.17689028797825543,0.17689028797825543,"['HRDH_1804', 'HRDH_1867']"
Log_SHR,Lab_XRD_K-Feldspar,2,0.05462067955961697,0.17359788177488042,"['HRDH_1867', 'HRDH_697']"
Log_UC,Lab_XRD_Dickite,2,0.06088999044861619,0.16610463401259912,"['HRDH_1804', 'HRDH_1867']"
Log_CVOL,Lab_XRD_Quartz,2,-0.032903115885048684,0.14486551180270887,"['HRDH_1119', 'HRDH_1867']"
Log_BVOL,Lab_XRD_Quartz,2,-0.029677062668804335,0.13666147913715243,"['HRDH_1119', 'HRDH_1867']"
Log_RUK,Lab_XRF_P,2,-0.11962032568959774,0.11962032568959774,"['HRDH_1119', 'HRDH_697']"
