Well     , Lab_Depth, Lab_XRD_Calcite, Lab_XRD_Dolomite, Lab_XRD_Ankerite, Lab_XRD_Siderite, Lab_XRD_Quartz, Lab_XRD_Plagioclase, Lab_XRD_K-Feldspar, Lab_XRD_Illite/Mica, Lab_XRD_Smectite, Lab_XRD_Kaolinite, Lab_XRD_Chlorite, Lab_XRD_Mixed Clay, Lab_XRD_Anhydrite, Lab_XRD_Gypsum, Lab_XRD_Pyrite, Lab_XRD_Hematite, Lab_XRF_Na, Lab_XRF_Mg, Lab_XRF_Al, Lab_XRF_Si, Lab_XRF_P, Lab_XRF_S, Lab_XRF_Cl, Lab_XRF_K, Lab_XRF_Ca, Lab_XRF_Ti, Lab_XRF_Mn, Lab_XRF_Fe, Lab_XRF_Zr, Lab_XRF_Sr, Lab_XRF_Ba, Log_Depth, Log_BIT, Log_BVOL , Log_CAL   , Log_CALZ , Log_CHT   , Log_CN     , Log_CNC    , Log_CVOL , Log_GR    , Log_GRSL , Log_HRD1  , Log_HRD2  , Log_K      , Log_KTH   , Log_LSN   , Log_PE    , Log_QPKS, Log_RTHK      , Log_RTHU    , Log_RUK        , Log_SFT2  , Log_SHR   , Log_SLGN, Log_SLTM, Log_SPD   , Log_SSD  , Log_SSN   , Log_TEN    , Log_TH    , Log_TTEN , Log_U       , Log_WTBH , Log_ZCOR      , Log_ZDEN , Log_ZDNC , Distance          , Match_Type, Lab_XRD_Dickite, Lab_XRD_Anatase, Lab_XRD_Iron, Log_CALX , Log_GRSLC, Log_KC, Log_KTHC, Log_RTHKC, Log_RTHUC, Log_RUKC, Log_THC, Log_UC, Log_WRM    , Lab_Sample_ID, Lab_XRD_Calcite, Lab_XRD_Dolomite, Lab_XRD_Ankerite, Lab_XRD_Siderite, Lab_XRD_Quartz, Lab_XRD_Plagioclase, Lab_XRD_K-Feldspar, Lab_XRD_Illite/Mica, Lab_XRD_Smectite, Lab_XRD_Kaolinite, Lab_XRD_Dickite, Lab_XRD_Chlorite, Lab_XRD_Mixed Clay, Lab_XRD_Anhydrite, Lab_XRD_Gypsum, Lab_XRD_Pyrite, Lab_XRD_Anatase, Lab_XRD_Iron, Lab_XRD_Halite, Lab_XRD_Hematite, Log_Depth, Log_BIT, Log_BVOL , Log_CAL  , Log_CALX , Log_CHT  , Log_CN    , Log_CNC   , Log_CNL   , Log_CVOL , Log_FRAMENO, Log_GR    , Log_GRSLC, Log_HRD1 , Log_HRD2 , Log_KC, Log_KTHC, Log_LSN  , Log_PE   , Log_RTHKC, Log_RTHUC, Log_RUKC, Log_SFT2 , Log_SHR   , Log_SPD  , Log_SSD  , Log_SSN  , Log_THC, Log_TTEN , Log_UC, Log_WTBH , Log_ZCOR    , Log_ZDEN , Log_ZDNC , Distance, Match_Type, Log_CHT.I
HRDH_1804,  14889.42,             0.0,              0.0,              0.0,              0.0,           99.1,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14889.5 ,   5.875,          ,  6.368457 ,          ,           , 1.1513772  , 1.83293    ,          ,  87.6897  ,          ,  985.171  , 1234.011  ,            ,           ,  9008.811 ,  3.0405943,         ,               ,             ,                ,  806.11707, 0.56190544,         ,         ,  4.993495 , 23925.734,  9833.576 , -24.176525 ,           , 6126.721 ,             , 289.80002, 0.10010598    , 2.4909115, 2.4841707, 0.0799999999999272, Near      ,             0.0,             0.0,          0.9, 6.3424664,    25.448,  0.917,   25.358,     5.459,   220.051,    0.025,   5.008,  0.023, 0.022859288,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14889.75,             0.0,              0.0,              0.0,              0.0,           99.6,                 0.0,                0.0,                 0.3,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14889.75,   5.875,          ,  6.392025 ,          ,           , 1.1365869  , 1.8009168  ,          ,  89.305626,          , 1051.1566 , 1329.451  ,            ,           ,  8940.946 ,  3.1744673,         ,               ,             ,                ,  853.7421 , 0.5464738 ,         ,         ,  4.9889855, 25436.68 ,  9775.368 , -24.507877 ,           , 6127.2744,             , 289.36517, 0.118456446   , 2.478725 , 2.4720335, 0.0               , Exact     ,             0.0,             0.1,          0.0, 6.368457 ,    26.67 ,  0.927,   26.58 ,     5.347,   226.333,    0.024,   4.957,  0.022, 0.023199867,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14890.08,             0.0,              0.0,              0.0,              0.0,           99.4,                 0.0,                0.0,                 0.4,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14890.0 ,   5.875,          ,  6.4111648,          ,           , 1.153904   , 1.8045939  ,          ,  91.428734,          , 1113.089  , 1420.8828 ,            ,           ,  8852.909 ,  3.2730339,         ,               ,             ,                ,  896.5877 , 0.53205913,         ,         ,  4.9896746, 26864.281,  9715.98  , -25.412918 ,           , 6127.2773,             , 288.93735, 0.14106345    , 2.4741807, 2.4674954, 0.0799999999999272, Near      ,             0.1,             0.1,          0.0, 6.392025 ,    27.479,  0.94 ,   27.372,     5.267,   194.427,    0.027,   4.95 ,  0.025, 0.022195455,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14897.42,             0.0,              0.0,              0.0,              0.0,           99.6,                 0.0,                0.0,                 0.3,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14897.5 ,   5.875,          ,  6.679038 ,          ,           , 0.7594563  , 1.2295343  ,          ,  91.12625 ,          , 1342.6587 , 1773.5242 ,            ,           ,  9161.512 ,  3.6536858,         ,               ,             ,                , 1060.822  , 0.4802764 ,         ,         ,  5.059355 , 29759.969,  9675.934 , 2.477129   ,           , 6172.0137,             , 290.78198, 0.26994023    , 2.5131123, 2.5059714, 0.0799999999999272, Near      ,             0.0,             0.1,          0.0, 6.646808 ,    23.613,  0.394,   22.528,    16.19 ,    32.082,    0.505,   6.373,  0.199, 0.02547907 ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14897.79,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14897.75,   5.875,          ,  6.7047367,          ,           , 0.77213115 , 1.2297804  ,          ,  91.66513 ,          , 1350.2031 , 1777.8704 ,            ,           ,  9082.001 ,  3.631054 ,         ,               ,             ,                , 1065.4747 , 0.48045394,         ,         ,  5.0487094, 29554.316,  9633.293 , 7.780554   ,           , 6177.2466,             , 291.00894, 0.27422586    , 2.5157418, 2.508558 , 0.0400000000008731, Near      ,             0.0,             0.0,          0.0, 6.679038 ,    23.703,  0.392,   22.53 ,    16.524,    29.977,    0.551,   6.483,  0.216, 0.026233848,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14914.75,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14914.75,   5.875,          ,  6.2716026,          ,           , -0.09310508, 0.53371334 ,          ,  89.77536 ,          , 1067.7083 , 1370.9692 ,            ,           , 11143.375 ,  3.1033547,         ,               ,             ,                ,  844.8197 , 0.5081668 ,         ,         ,  5.068084 , 25245.611, 10621.742 , 14.277164  ,           , 6195.1787,             , 289.349  , 0.20359492    , 2.5533824, 2.5463104, 0.0               , Exact     ,             0.0,             0.0,          0.0, 6.311001 ,    27.693,  0.949,   27.134,     8.063,    49.905,    0.162,   7.651,  0.153, 0.02206545 ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14928.79,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14928.75,   5.875,          ,  5.9671335,          ,           , -1.3072822 , -0.5487779 ,          ,  80.8914  ,          ,  679.5902 ,  819.0446 ,            ,           , 14577.301 ,  2.1531696,         ,               ,             ,                ,  568.32495, 0.6312281 ,         ,         ,  4.9892545, 20172.436, 12465.926 , 52.003986  ,           , 6198.6865,             , 289.8022 , 0.0294614     , 2.5909986, 2.5840113, 0.0400000000008731, Near      ,             0.0,             0.0,          0.0, 5.9675965,    25.822,  0.886,   25.018,     6.104,    26.328,    0.232,   5.407,  0.205, 0.03552581 ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14928.5 ,             0.0,              0.0,              0.0,              0.0,           99.9,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14928.5 ,   5.875,          ,  5.9675965,          ,           , -1.2992709 , -0.54466474,          ,  80.999435,          ,  682.22723,  822.182  ,            ,           , 14526.291 ,  2.1415136,         ,               ,             ,                ,  572.9115 , 0.6359974 ,         ,         ,  4.9906216, 20235.873, 12419.39  , 46.83522   ,           , 6194.6006,             , 289.84695, 0.028941195   , 2.5888062, 2.5818307, 0.0               , Exact     ,             0.0,             0.1,          0.0, 5.974345 ,    25.959,  0.886,   25.177,     6.122,    27.311,    0.224,   5.425,  0.199, 0.03594324 ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14933.17,             0.0,              0.0,              0.0,              0.0,           99.6,                 0.0,                0.0,                 0.1,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14933.25,   5.875,          ,  5.984994 ,          ,           , -1.3784205 , -0.63711375,          ,  77.596085,          ,  684.802  ,  825.12244,            ,           , 14093.59  ,  2.0076425,         ,               ,             ,                ,  582.81836, 0.6452848 ,         ,         ,  5.10822  , 20424.463, 12133.387 , 19.766977  ,           , 6160.152 ,             , 289.4686 , 0.03241963    , 2.5906932, 2.5837076, 0.0799999999999272, Near      ,             0.0,             0.3,          0.0, 5.9793234,    22.448,  0.826,   22.053,     5.575,    44.247,    0.126,   4.604,  0.104, 0.02899623 ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14933.5 ,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14933.5 ,   5.875,          ,  5.993845 ,          ,           , -1.3543919 , -0.6170441 ,          ,  78.97501 ,          ,  684.65015,  825.38635,            ,           , 13935.402 ,  1.982988 ,         ,               ,             ,                ,  583.1066 , 0.643891  ,         ,         ,  5.1102724, 20463.34 , 12032.434 , 15.260913  ,           , 6155.281 ,             , 289.47552, 0.031769972   , 2.5900114, 2.5830293, 0.0               , Exact     ,             0.0,             0.0,          0.0, 5.984994 ,    23.846,  0.807,   23.346,     5.937,    38.719,    0.153,   4.79 ,  0.124, 0.028685521,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14933.83,             0.0,              0.0,              0.0,              0.0,           99.9,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14933.75,   5.875,          ,  6.002578 ,          ,           , -1.3120526 , -0.57716155,          ,  80.15046 ,          ,  683.90375,  824.66174,            ,           , 13774.691 ,  1.9497039,         ,               ,             ,                ,  583.98224, 0.64514107,         ,         ,  5.0963306, 20459.518, 11952.624 , 4.0325747  ,           , 6143.4824,             , 289.5499 , 0.031634074   , 2.5902994, 2.5833158, 0.0799999999999272, Near      ,             0.0,             0.1,          0.0, 5.993845 ,    25.054,  0.785,   24.406,     6.338,    32.764,    0.193,   4.972,  0.152, 0.028033849,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14934.17,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14934.25,   5.875,          ,  6.008295 ,          ,           , -1.1860415 , -0.4452124 ,          ,  81.88246 ,          ,  678.8932 ,  819.23157,            ,           , 13471.727 ,  1.8880111,         ,               ,             ,                ,  584.4075 , 0.65311867,         ,         ,  5.0738907, 20464.053, 11839.718 , -11.609795 ,           , 6127.4   ,             , 289.86993, 0.03284539    , 2.594531 , 2.5875173, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 6.007802 ,    24.605,  0.769,   23.798,     6.956,    27.386,    0.254,   5.346,  0.195, 0.024145383,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14934.5 ,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14934.5 ,   5.875,          ,  6.004634 ,          ,           , -1.1189941 , -0.37058815,          ,  82.61311 ,          ,  675.2403 ,  815.4763 ,            ,           , 13355.034 ,  1.871597 ,         ,               ,             ,                ,  583.2928 , 0.65792346,         ,         ,  5.079085 , 20476.59 , 11798.258 , -13.732999 ,           , 6125.255 ,             , 290.05566, 0.033740442   , 2.5975819, 2.5905514, 0.0               , Exact     ,             0.0,             0.0,          0.0, 6.008295 ,    25.37 ,  0.776,   24.553,     7.072,    28.216,    0.251,   5.486,  0.194, 0.021126205,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14948.5 ,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14948.5 ,   5.875,          ,  5.96223  ,          ,           , -0.30617917, 0.53128564 ,          ,  97.71901 ,          ,  762.4071 ,  919.0262 ,            ,           , 11524.506 ,  2.2215028,         ,               ,             ,                ,  638.47394, 0.62432057,         ,         ,  5.119126 , 21623.494, 11273.08  , 9.147374   ,           , 6116.581 ,             , 291.0408 , 0.058440205   , 2.569925 , 2.5630524, 0.0               , Exact     ,             0.0,             0.0,          0.0, 5.9671774,    43.276,  0.826,   37.085,     9.445,     6.82 ,    1.385,   7.798,  1.143, 0.017792173,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14948.83,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14948.75,   5.875,          ,  5.9630623,          ,           , -0.19599113, 0.6536987  ,          , 102.46332 ,          ,  762.94714,  922.6519 ,            ,           , 11132.331 ,  2.236424 ,         ,               ,             ,                ,  638.9177 , 0.6208965 ,         ,         ,  5.110523 , 22022.54 , 11084.565 , 5.9754972  ,           , 6113.457 ,             , 290.8787 , 0.060136497   , 2.5705452, 2.5636692, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 5.96223  ,    48.156,  0.867,   41.041,     9.697,     6.677,    1.452,   8.404,  1.259, 0.016559048,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14949.17,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14949.25,   5.875,          ,  5.9777794,          ,           , 0.20090184 , 1.0763319  ,          , 107.12391 ,          ,  766.43774,  933.3064 ,            ,           , 10458.436 ,  2.1986256,         ,               ,             ,                ,  644.31885, 0.6157416 ,         ,         ,  5.0867434, 21529.516, 10732.65  , 7.6793523  ,           , 6115.3433,             , 290.8907 , 0.058891777   , 2.5656662, 2.558817 , 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 5.9690404,    52.897,  0.902,   44.933,     9.844,     6.591,    1.493,   8.875,  1.347, 0.016172733,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14949.5 ,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14949.5 ,   5.875,          ,  5.986208 ,          ,           , 0.40861318 , 1.2933854  ,          , 105.33156 ,          ,  768.5215 ,  937.3894 ,            ,           , 10335.78  ,  2.152609 ,         ,               ,             ,                ,  648.58484, 0.61659944,         ,         ,  5.081666 , 21185.012, 10645.625 , 10.447521  ,           , 6118.1167,             , 291.11264, 0.05612417    , 2.5613236, 2.5544984, 0.0               , Exact     ,             0.0,             0.0,          0.0, 5.9777794,    51.012,  0.866,   43.256,    10.078,     6.612,    1.524,   8.724,  1.32 , 0.016901849,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14949.83,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14949.75,   5.875,          ,  5.991329 ,          ,           , 0.53734106 , 1.425502   ,          , 100.844696,          ,  771.61957,  940.9732 ,            ,           , 10398.025 ,  2.1065319,         ,               ,             ,                ,  654.1914 , 0.62038535,         ,         ,  5.0838075, 21061.975, 10643.849 , 11.609163  ,           , 6119.2266,             , 291.341  , 0.05208322    , 2.5555825, 2.5487893, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 5.986208 ,    46.35 ,  0.803,   39.261,    10.314,     6.659,    1.549,   8.284,  1.244, 0.017843623,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14963.58,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14963.5 ,   5.875,          ,  5.982789 ,          ,           , 0.10549828 , 0.9613381  ,          ,  91.04784 ,          ,  767.5021 ,  932.78674,            ,           , 10956.327 ,  1.9658011,         ,               ,             ,                ,  657.48987, 0.66041595,         ,         ,  5.146071 , 20867.428, 10917.065 , -1.6520734 ,           , 6104.1655,             , 290.2578 , 0.028768012   , 2.5354033, 2.5287237, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 5.9854226,    36.303,  0.871,   31.411,     6.528,     5.7  ,    1.145,   5.686,  0.997, 0.023316767,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14963.92,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14964.0 ,   5.875,          ,  5.9687204,          ,           , 0.17116708 , 1.0386574  ,          ,  99.596176,          ,  737.1071 ,  900.912  ,            ,           , 10901.178 ,  2.0108013,         ,               ,             ,                ,  629.06036, 0.65087867,         ,         ,  5.151477 , 20532.71 , 10854.299 , 7.3219285  ,           , 6112.992 ,             , 290.05637, 0.029686766   , 2.5525477, 2.5457714, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 5.97655  ,    45.15 ,  0.947,   38.735,     6.876,     5.561,    1.236,   6.515,  1.171, 0.025870252,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
