Well     , Lab_Depth, Lab_XRD_Calcite, Lab_XRD_Dolomite, Lab_XRD_Ankerite, Lab_XRD_Siderite, Lab_XRD_Quartz, Lab_XRD_Plagioclase, Lab_XRD_K-Feldspar, Lab_XRD_Illite/Mica, Lab_XRD_Smectite, Lab_XRD_Kaolinite, Lab_XRD_Chlorite, Lab_XRD_Mixed Clay, Lab_XRD_Anhydrite, Lab_XRD_Gypsum, Lab_XRD_Pyrite, Lab_XRD_Hematite, Lab_XRF_Na, Lab_XRF_Mg, Lab_XRF_Al, Lab_XRF_Si, Lab_XRF_P, Lab_XRF_S, Lab_XRF_Cl, Lab_XRF_K, Lab_XRF_Ca, Lab_XRF_Ti, Lab_XRF_Mn, Lab_XRF_Fe, Lab_XRF_Zr, Lab_XRF_Sr, Lab_XRF_Ba, Log_Depth, Log_BIT, Log_BVOL , Log_CAL   , Log_CALZ , Log_CHT   , Log_CN     , Log_CNC    , Log_CVOL , Log_GR    , Log_GRSL , Log_HRD1  , Log_HRD2  , Log_K      , Log_KTH   , Log_LSN   , Log_PE    , Log_QPKS, Log_RTHK      , Log_RTHU    , Log_RUK        , Log_SFT2  , Log_SHR   , Log_SLGN, Log_SLTM, Log_SPD   , Log_SSD  , Log_SSN   , Log_TEN    , Log_TH    , Log_TTEN , Log_U       , Log_WTBH , Log_ZCOR      , Log_ZDEN , Log_ZDNC , Distance          , Match_Type, Lab_XRD_Dickite, Lab_XRD_Anatase, Lab_XRD_Iron, Log_CALX , Log_GRSLC, Log_KC, Log_KTHC, Log_RTHKC, Log_RTHUC, Log_RUKC, Log_THC, Log_UC, Log_WRM    , Lab_Sample_ID, Lab_XRD_Calcite, Lab_XRD_Dolomite, Lab_XRD_Ankerite, Lab_XRD_Siderite, Lab_XRD_Quartz, Lab_XRD_Plagioclase, Lab_XRD_K-Feldspar, Lab_XRD_Illite/Mica, Lab_XRD_Smectite, Lab_XRD_Kaolinite, Lab_XRD_Dickite, Lab_XRD_Chlorite, Lab_XRD_Mixed Clay, Lab_XRD_Anhydrite, Lab_XRD_Gypsum, Lab_XRD_Pyrite, Lab_XRD_Anatase, Lab_XRD_Iron, Lab_XRD_Halite, Lab_XRD_Hematite, Log_Depth, Log_BIT, Log_BVOL , Log_CAL  , Log_CALX , Log_CHT  , Log_CN    , Log_CNC   , Log_CNL   , Log_CVOL , Log_FRAMENO, Log_GR    , Log_GRSLC, Log_HRD1 , Log_HRD2 , Log_KC, Log_KTHC, Log_LSN  , Log_PE   , Log_RTHKC, Log_RTHUC, Log_RUKC, Log_SFT2 , Log_SHR   , Log_SPD  , Log_SSD  , Log_SSN  , Log_THC, Log_TTEN , Log_UC, Log_WTBH , Log_ZCOR    , Log_ZDEN , Log_ZDNC , Distance, Match_Type, Log_CHT.I
HRDH_1119,  10770.3 ,             0.0,             47.6,              0.0,              0.0,            0.1,                 0.4,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,              51.9,            0.0,            0.0,              0.0,       0.0 ,      11.42,       0.17,       0.66,      0.02,     12.28,       0.13,      0.22,      74.19,       0.0 ,        0.0,       0.42,       0.0 ,       0.49,        0.0,  10770.25,  12.0  , 481.204  , 14.006706 , 14.006706, 1058.6857 , 10.097856  , 8.095822   , 258.3771 ,  28.925941, 29.156553,  535.3917 ,  770.0363 , 2.3875496  , 29.100468 ,  1768.4421,  9.413779 ,      2.0,    1.4046127  , 193.5526    ,    0.007257007 ,  287.14142, 0.20211719,   2967.0,    522.0, 28.434135 , 22580.736,  3139.7178, -15.3178835, 3.3535824 , 4026.0166,  0.017326465, 232.94565, 0.052575402   , 2.8003128, 2.788956 , 0.0499999999992724, Near      ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1119,  10791.3 ,             0.0,             93.0,              0.0,              0.0,            1.5,                 0.8,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               4.6,            0.0,            0.1,              0.0,       0.27,      13.9 ,       1.42,       7.13,      0.04,      1.85,       0.28,      1.5 ,      71.95,       0.0 ,        0.0,       1.54,       0.0 ,       0.12,        0.0,  10791.25,  12.0  , 457.2721 , 13.927986 , 13.927986, 1043.321  , 8.86366    , 7.0312014  , 245.0561 ,  31.376965, 31.614151,  697.0062 ,  998.5886 , 2.2993891  , 31.543715 ,  1733.7942,  9.635746 ,      2.0,    0.7177388  ,  95.25087   ,    0.007535247 ,  431.08032, 0.24969943,   2968.0,    526.0, 28.389767 , 24400.63 ,  2907.088 , -42.36956  , 1.6503608 , 4010.0725,  0.017326465, 233.2957 , 0.030154955   , 2.6624947, 2.6508152, 0.0499999999992724, Near      ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1119,  10794.7 ,            24.0,             70.8,              0.0,              0.0,            0.7,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               4.5,            0.0,            0.0,              0.0,       0.24,       9.78,       0.88,       3.98,      0.02,      1.13,       0.18,      0.9 ,      81.6 ,       0.0 ,        0.0,       1.23,       0.0 ,       0.06,        0.0,  10794.75,  12.0  , 453.5575 , 13.673468 , 13.673468, 1080.3333 , 8.590227   , 6.845124   , 243.10995,  34.750725, 35.06191 ,  612.46014,  872.98956, 2.3494067  , 32.247467 ,  2013.4109,  8.6890955,      2.0,    0.4423344  ,   1.5750191 ,    0.28084382  ,  346.97162, 0.21442135,   2968.0,    533.0, 28.415913 , 23740.535,  3331.473 , -13.396624 , 1.0392234 , 4039.6619,  0.6598164  , 233.19319, 0.0458997     , 2.7366285, 2.725018 , 0.0499999999992724, Near      ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1119,  10800.3 ,            82.1,             13.2,              0.0,              0.0,            0.6,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               4.1,            0.0,            0.0,              0.0,       0.21,       1.76,       0.38,       1.77,      0.02,      1.16,       0.09,      0.33,      92.93,       0.0 ,        0.0,       0.68,       0.0 ,       0.67,        0.0,  10800.25,  12.0  , 447.9467 , 13.821857 , 13.821857, 1058.2366 , 6.19199    , 4.7063727  , 240.27817,  36.69857 , 37.008194,  669.89185, 1073.767  , 2.2972097  , 36.931774 ,  2215.7458, 10.60609  ,      2.0,    1.1932375  , 158.20406   ,    0.0075423955,  351.94382, 0.17154287,   2968.0,    533.0, 28.400162 , 24976.164,  3230.254 , 0.06411922 , 2.741117  , 4055.4224,  0.017326465, 233.65314, 0.059947085   , 2.679952 , 2.66828  , 0.0499999999992724, Near      ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1119,  10801.8 ,             6.0,             92.1,              0.0,              0.0,            0.8,                 1.1,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,       0.2 ,      14.49,       1.12,       4.71,      0.04,      0.56,       0.13,      1.52,      75.22,       0.0 ,        0.0,       1.9 ,       0.0 ,       0.11,        0.0,  10801.75,  12.0  , 446.39844, 13.654509 , 13.654509, 1073.5575 , 6.5229063  , 5.0279274  , 239.48784,  38.714844, 39.083725,  637.51105,  988.97906, 2.2855604  , 38.60315  ,  2125.0417, 10.043251 ,      2.0,    1.6426972  ,  33.826805  ,    0.048561998 ,  363.23996, 0.20641892,   2968.0,    537.0, 28.352596 , 24187.715,  3156.4028, -20.237888 , 3.7544837 , 4035.2085,  0.11099137 , 234.16856, 0.049066097   , 2.6997674, 2.6881025, 0.0499999999992724, Near      ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1119,  10864.5 ,            36.1,             61.7,              0.0,              0.0,            0.1,                 0.4,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               1.7,            0.0,            0.0,              0.0,       0.13,       5.43,       0.53,       1.93,      0.03,      0.68,       0.07,      0.26,      90.24,       0.0 ,        0.0,       0.63,       0.0 ,       0.07,        0.0,  10864.5 ,  12.0  , 380.9554 , 13.985842 , 13.985842,  979.364  , 5.428106   , 4.0075226  , 205.75076,  30.419487, 30.681126,  638.7279 ,  988.9212 , 1.994713   , 26.827848 ,  2663.25  ,  9.794477 ,      2.0,    0.5627555  ,   1.1922227 ,    0.47202215  ,  359.0266 , 0.20531039,   2968.0,    535.0, 28.338337 , 23633.871,  3712.7573, -70.518585 , 1.1225357 , 3994.3486,  0.9415487  , 235.30147, -0.00017732214, 2.6502094, 2.6385252, 0.0               , Exact     ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1119,  10865.4 ,            40.9,             50.9,              0.0,              0.0,            0.2,                 0.3,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               7.7,            0.0,            0.0,              0.0,       0.13,       4.71,       0.19,       0.75,      0.0 ,      1.84,       0.07,      0.21,      91.4 ,       0.0 ,        0.0,       0.59,       0.0 ,       0.11,        0.0,  10865.5 ,  12.0  , 379.85202, 14.486046 , 14.486046,  969.0714 , 6.1999464  , 4.6009874  , 205.15263,  34.861317, 35.159264,  643.6944 ,  972.8795 , 2.114402   , 29.987854 ,  2178.9946,  9.468063 ,      2.0,    0.48950556 ,   0.87482   ,    0.55955     ,  361.39325, 0.21934415,   2968.0,    533.0, 28.36852  , 24149.367,  3178.1177, -75.315056 , 1.0350115 , 3991.4863,  1.1831137  , 235.07977, 0.025474261   , 2.6788743, 2.6672683, 0.1000000000003638, Near      ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1119,  10866.5 ,            39.8,             47.1,              0.0,              0.0,            0.1,                 0.3,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,              12.7,            0.0,            0.0,              0.0,       0.0 ,       3.8 ,       0.17,       0.7 ,      0.02,      2.07,       0.03,      0.19,      92.39,       0.0 ,        0.0,       0.48,       0.0 ,       0.15,        0.0,  10866.5 ,  12.0  , 378.697  , 14.660528 , 14.660528,  998.63544, 10.8899975 , 8.641739   , 204.50287,  43.466183, 43.832222,  696.2766 ,  988.7139 , 2.1654143  , 33.99806  ,  1460.2596,  9.847871 ,      2.0,    0.7463437  ,   0.7609369 ,    0.9808219   ,  390.9812 , 0.21775424,   2968.0,    527.0, 28.414398 , 23398.473,  2683.813 , -21.445004 , 1.6161432 , 4046.6523,  2.1238859  , 235.1158 , 0.030725952   , 2.6658342, 2.6542263, 0.0               , Exact     ,                ,                ,             ,          ,          ,       ,         ,          ,          ,         ,        ,       ,            ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14856.58,             0.0,              0.0,              0.0,              0.0,           99.6,                 0.0,                0.0,                 0.3,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14856.5 ,   5.875,          ,  6.1685905,          ,           , 0.4369337  , 1.1872474  ,          ,  94.53721 ,          ,  744.63104,  899.57684,            ,           , 10179.897 ,  2.0536284,         ,               ,             ,                ,  621.9403 , 0.6344114 ,         ,         ,  5.127041 , 20713.6  , 10224.872 , -80.269104 ,           , 6035.31  ,             , 288.40283, 0.027333274   , 2.5485544, 2.541644 , 0.0799999999999272, Near      ,             0.1,             0.0,          0.0, 6.1651154,    35.357,  0.669,   33.948,    12.007,    31.69 ,    0.379,   8.031,  0.253, 0.029359575,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14856.88,             0.0,              0.0,              0.0,              0.0,           99.7,                 0.0,                0.0,                 0.3,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14857.0 ,   5.875,          ,  6.183324 ,          ,           , 0.34479094 , 1.0791379  ,          ,  94.92056 ,          ,  738.3058 ,  891.78217,            ,           , 10539.634 ,  1.9993873,         ,               ,             ,                ,  621.7604 , 0.6389714 ,         ,         ,  5.116076 , 20711.531, 10475.563 , -87.142105 ,           , 6033.736 ,             , 288.77338, 0.028629461   , 2.5536015, 2.5466526, 0.1200000000008003, Near      ,             0.0,             0.0,          0.0, 6.1760654,    35.495,  0.658,   33.817,    12.098,    26.621,    0.454,   7.959,  0.299, 0.033733696,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14857.83,             0.0,              0.0,              0.0,              0.0,          100.0,                 0.0,                0.0,                 0.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14857.75,   5.875,          ,  6.1796494,          ,           , 0.10150186 , 0.8220875  ,          ,  92.06126 ,          ,  726.8654 ,  885.9487 ,            ,           , 11092.557 ,  1.9659675,         ,               ,             ,                ,  622.73236, 0.648547  ,         ,         ,  5.112628 , 20637.76 , 10809.895 , -74.18925  ,           , 6054.135 ,             , 288.416  , 0.028402422   , 2.5580075, 2.5510263, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 6.1843576,    32.254,  0.64 ,   30.642,    11.607,    24.521,    0.473,   7.424,  0.303, 0.029954199,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14873.67,             0.0,              0.0,              0.0,              0.0,           99.7,                 0.0,                0.0,                 0.1,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14873.75,   5.875,          ,  6.3652983,          ,           , 1.9282855  , 2.6341898  ,          , 105.7497  ,          , 1198.7487 , 1540.417  ,            ,           ,  7595.6123,  3.1718583,         ,               ,             ,                ,  956.3795 , 0.51632303,         ,         ,  5.077779 , 27315.021,  9078.093 , -21.405153 ,           , 6114.0273,             , 288.23578, 0.25978726    , 2.5590415, 2.551881 , 0.0799999999999272, Near      ,             0.1,             0.1,          0.0, 6.374093 ,    43.836,  1.069,   42.433,     7.844,    30.482,    0.257,   8.382,  0.275, 0.016431486,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14874.0 ,             0.0,              0.0,              0.0,              0.0,           98.9,                 0.0,                0.0,                 1.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14874.0 ,   5.875,          ,  6.354106 ,          ,           , 2.133939   , 2.85739    ,          , 106.24008 ,          , 1177.2592 , 1511.514  ,            ,           ,  7325.4424,  3.1881573,         ,               ,             ,                ,  942.5325 , 0.519561  ,         ,         ,  5.0845375, 26984.354,  8936.533 , -30.80112  ,           , 6105.131 ,             , 288.45367, 0.25722244    , 2.5645518, 2.557369 , 0.0               , Exact     ,             0.0,             0.1,          0.0, 6.3652983,    44.502,  1.062,   42.656,     7.733,    23.087,    0.335,   8.21 ,  0.356, 0.016195968,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14874.21,             0.0,              0.0,              0.0,              0.0,           99.2,                 0.0,                0.0,                 0.7,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14874.25,   5.875,          ,  6.3477926,          ,           , 2.372238   , 3.1169138  ,          , 106.42733 ,          , 1167.1182 , 1502.3483 ,            ,           ,  7048.328 ,  3.2250311,         ,               ,             ,                ,  938.22266, 0.5205452 ,         ,         ,  5.082741 , 27315.314,  8777.936 , -33.398125 ,           , 6103.278 ,             , 288.78632, 0.2543438     , 2.5648072, 2.557633 , 0.0400000000008731, Near      ,             0.0,             0.1,          0.0, 6.354106 ,    44.857,  1.038,   42.617,     7.784,    19.091,    0.408,   8.076,  0.423, 0.016487397,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14874.46,             0.0,              0.0,              0.0,              0.0,           99.7,                 0.0,                0.0,                 0.1,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14874.5 ,   5.875,          ,  6.351733 ,          ,           , 2.6324642  , 3.3964794  ,          , 106.36493 ,          , 1170.9092 , 1514.8109 ,            ,           ,  6783.0376,  3.2721946,         ,               ,             ,                ,  944.60754, 0.5191489 ,         ,         ,  5.0751696, 27640.074,  8612.871 , -30.525757 ,           , 6106.956 ,             , 289.14703, 0.25175908    , 2.5595825, 2.5524428, 0.0400000000008731, Near      ,             0.1,             0.1,          0.0, 6.3477926,    44.853,  1.002,   42.273,     7.964,    16.698,    0.477,   7.981,  0.478, 0.01714634 ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14874.83,             0.0,              0.0,              0.0,              0.0,           99.7,                 0.0,                0.0,                 0.1,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14874.75,   5.875,          ,  6.3666706,          ,           , 2.8989725  , 3.6755466  ,          , 106.22438 ,          , 1188.9653 , 1546.3729 ,            ,           ,  6552.049 ,  3.3218343,         ,               ,             ,                ,  961.0512 , 0.5160161 ,         ,         ,  5.066002 , 27858.775,  8452.916 , -25.045092 ,           , 6113.168 ,             , 289.47537, 0.25035438    , 2.5502164, 2.5431252, 0.0799999999999272, Near      ,             0.1,             0.1,          0.0, 6.351733 ,    44.597,  0.957,   41.691,     8.256,    14.972,    0.551,   7.905,  0.528, 0.0182367  ,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14879.17,             0.0,              0.0,              0.0,              0.0,           99.6,                 0.0,                0.0,                 0.1,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14879.25,   5.875,          ,  6.3829103,          ,           , 2.4255035  , 3.0851238  ,          , 104.11343 ,          , 1298.652  , 1688.3829 ,            ,           ,  7282.5225,  3.2010145,         ,               ,             ,                , 1025.8906 , 0.49981517,         ,         ,  5.017952 , 27813.105,  8646.914 , -3.571012  ,           , 6140.879 ,             , 288.60117, 0.26945797    , 2.5310385, 2.523976 , 0.0799999999999272, Near      ,             0.2,             0.1,          0.0, 6.440174 ,    40.948,  1.208,   39.746,     5.846,    27.116,    0.216,   7.063,  0.26 , 0.025074167,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14879.42,             0.0,              0.0,              0.0,              0.0,           99.8,                 0.0,                0.0,                 0.2,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14879.5 ,   5.875,          ,  6.319124 ,          ,           , 2.3011677  , 2.9845703  ,          , 103.94834 ,          , 1259.9342 , 1627.1217 ,            ,           ,  7419.0312,  3.134817 ,         ,               ,             ,                ,  998.9514 , 0.5094913 ,         ,         ,  5.014    , 27036.527,  8679.316 , 1.4397087  ,           , 6145.9443,             , 288.57718, 0.26355258    , 2.5399384, 2.5328767, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 6.3829103,    41.654,  1.238,   40.651,     5.77 ,    32.915,    0.175,   7.142,  0.217, 0.021055017,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
HRDH_1804,  14889.17,             0.0,              0.0,              0.0,              0.0,           99.0,                 0.0,                0.0,                 1.0,              0.0,               0.0,              0.0,                0.0,               0.0,            0.0,            0.0,              0.0,           ,           ,           ,           ,          ,          ,           ,          ,           ,           ,           ,           ,           ,           ,           ,  14889.25,   5.875,          ,  6.3424664,          ,           , 1.1898575  , 1.891146   ,          ,  86.12188 ,          ,  923.06696, 1146.0807 ,            ,           ,  9051.099 ,  2.883892 ,         ,               ,             ,                ,  759.5099 , 0.57594854,         ,         ,  5.000456 , 22662.195,  9885.6875, -23.518993 ,           , 6126.5547,             , 290.13336, 0.087021336   , 2.50827  , 2.5014517, 0.0799999999999272, Near      ,             0.0,             0.0,          0.0, 6.3152175,    24.152,  0.912,   24.049,     5.574,   185.162,    0.03 ,   5.086,  0.027, 0.021801354,              ,                ,                 ,                 ,                 ,               ,                    ,                   ,                    ,                 ,                  ,                ,                 ,                   ,                  ,               ,               ,                ,             ,               ,                 ,          ,        ,          ,          ,          ,          ,           ,           ,           ,          ,            ,           ,          ,          ,          ,       ,         ,          ,          ,          ,          ,         ,          ,           ,          ,          ,          ,        ,          ,       ,          ,             ,          ,          ,         ,           ,     
