log_var,lab_var,num_wells,wells_found_in,r_values,avg_r,avg_abs_r,std_r,consistent_direction,HRDH_1119_r,HRDH_1867_r,HRDH_1804_r,HRDH_697_r
Log_CNC,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.15970216795913159, 'HRDH_1867': 0.9098230979033612}",0.5347626329312464,0.5347626329312464,0.3750604649721148,True,,0.9098230979033612,0.15970216795913159,
Log_ZCOR,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3570947517810536, 'HRDH_697': 0.7110420169099875}",0.17697363256446694,0.5340683843455205,0.5340683843455205,False,-0.3570947517810536,,,0.7110420169099875
Log_HRD2,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.8288067054118399, 'HRDH_697': -0.23689159520404926}",-0.5328491503079446,0.5328491503079446,0.2959575551038953,True,,-0.8288067054118399,,-0.23689159520404926
Log_LSN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3803362112809243, 'HRDH_697': 0.6846620197607014}",0.15216290423988854,0.5324991155208129,0.5324991155208129,False,-0.3803362112809243,,,0.6846620197607014
Log_SFT2,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.47826218486011185, 'HRDH_1867': -0.5844463103603086}",-0.05309206275009837,0.5313542476102102,0.5313542476102102,False,,-0.5844463103603086,0.47826218486011185,
Log_ZDNC,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5965192631574885, 'HRDH_697': 0.4654095922776373}",0.5309644277175629,0.5309644277175629,0.0655548354399256,True,0.5965192631574885,,,0.4654095922776373
Log_ZDEN,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.596551798632472, 'HRDH_697': 0.46534335679694916}",0.5309475777147106,0.5309475777147106,0.06560422091776141,True,0.596551798632472,,,0.46534335679694916
Log_GR,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': 0.6459223067255241, 'HRDH_697': -0.41005096084131243}",0.11793567294210583,0.5279866337834183,0.5279866337834183,False,,0.6459223067255241,,-0.41005096084131243
Log_ZCOR,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4188047052538767, 'HRDH_697': -0.6349247806158269}",-0.10806003768097511,0.5268647429348519,0.5268647429348519,False,0.4188047052538767,,,-0.6349247806158269
Log_CNC,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5785937149202427, 'HRDH_697': 0.47427476443667094}",0.5264342396784568,0.5264342396784568,0.05215947524178588,True,0.5785937149202427,,,0.47427476443667094
Log_SSN,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3498908575973202, 'HRDH_697': -0.7021064651529427}",-0.5259986613751315,0.5259986613751315,0.17610780377781127,True,-0.3498908575973202,,,-0.7021064651529427
Log_HRD1,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.47801494186420734, 'HRDH_1867': -0.5730227421521119}",-0.04750390014395228,0.5255188420081596,0.5255188420081596,False,,-0.5730227421521119,0.47801494186420734,
Log_RUKC,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.32985131328052103, 'HRDH_1867': -0.7207560625089523}",-0.5253036878947367,0.5253036878947367,0.19545237461421563,True,,-0.7207560625089523,-0.32985131328052103,
Log_CN,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5713500382384027, 'HRDH_697': 0.47427714070498017}",0.5228135894716914,0.5228135894716914,0.04853644876671126,True,0.5713500382384027,,,0.47427714070498017
Log_PE,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.8228252478640453, 'HRDH_697': -0.2217939635260157}",-0.5223096056950305,0.5223096056950305,0.3005156421690148,True,-0.8228252478640453,,,-0.2217939635260157
Log_GRSL,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.7506596324741495, 'HRDH_697': -0.29339018121972504}",0.2286347256272122,0.5220249068469373,0.5220249068469373,False,0.7506596324741495,,,-0.29339018121972504
Log_ZCOR,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.42212633145683676, 'HRDH_697': 0.6183624861708608}",0.5202444088138487,0.5202444088138487,0.098118077357012,True,0.42212633145683676,,,0.6183624861708608
Log_KC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.29492957335093656, 'HRDH_1867': -0.7445981816040699}",-0.5197638774775032,0.5197638774775032,0.22483430412656666,True,,-0.7445981816040699,-0.29492957335093656,
Log_SSN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.37864553818806956, 'HRDH_697': 0.6597509154056185}",0.14055268860877446,0.519198226796844,0.519198226796844,False,-0.37864553818806956,,,0.6597509154056185
Log_SHR,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.34235222847438446, 'HRDH_697': 0.6845525844086334}",0.17110017796712448,0.5134524064415089,0.5134524064415089,False,-0.34235222847438446,,,0.6845525844086334
Log_RTHUC,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.35188271683970085, 'HRDH_1867': 0.6543004097322094}",0.5030915632859552,0.5030915632859552,0.15120884644625426,True,,0.6543004097322094,0.35188271683970085,
Log_SFT2,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.7976259548012974, 'HRDH_697': 0.20702887114837815}",-0.29529854182645965,0.5023274129748377,0.5023274129748379,False,,-0.7976259548012974,,0.20702887114837815
Log_ZDNC,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5524731689882529, 'HRDH_697': 0.44761670467972897}",-0.05242823215426198,0.500044936833991,0.500044936833991,False,-0.5524731689882529,,,0.44761670467972897
Log_ZDEN,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5522577860159061, 'HRDH_697': 0.4475627801526349}",-0.05234750293163562,0.49991028308427055,0.49991028308427055,False,-0.5522577860159061,,,0.4475627801526349
Log_PE,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4390842147186808, 'HRDH_697': -0.558666376785393}",-0.05979108103335609,0.49887529575203693,0.49887529575203693,False,0.4390842147186808,,,-0.558666376785393
Log_KC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.38487958551247703, 'HRDH_1867': 0.6120962045205608}",0.4984878950165189,0.4984878950165189,0.11360830950404188,True,,0.6120962045205608,0.38487958551247703,
Log_LSN,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3464473955792353, 'HRDH_697': -0.6451880577950817}",-0.4958177266871585,0.4958177266871585,0.1493703311079232,True,-0.3464473955792353,,,-0.6451880577950817
Log_LSN,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.43654748230155077, 'HRDH_697': -0.5466568610382458}",-0.4916021716698983,0.4916021716698983,0.05505468936834754,True,-0.43654748230155077,,,-0.5466568610382458
Log_HRD2,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.475324380243972, 'HRDH_1867': -0.5034328454070818}",-0.014054232581554887,0.48937861282552686,0.48937861282552686,False,,-0.5034328454070818,0.475324380243972,
Log_GRSL,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.48772181099699297, 'HRDH_697': 0.4900706292611757}",0.48889622012908435,0.48889622012908435,0.0011744091320913808,True,0.48772181099699297,,,0.4900706292611757
Log_GR,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.23586180577366933, 'HRDH_697': 0.7384174281093586}",0.487139616941514,0.487139616941514,0.25127781116784464,True,0.23586180577366933,,,0.7384174281093586
Log_SLGN,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.7488873976038521, 'HRDH_697': -0.2227265230340072}",0.2630804372849225,0.48580696031892967,0.48580696031892967,False,0.7488873976038521,,,-0.2227265230340072
Log_KTH,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5492465874529503, 'HRDH_697': -0.41745310324305934}",0.06589674210494548,0.48334984534800485,0.48334984534800485,False,0.5492465874529503,,,-0.41745310324305934
Log_ZDNC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.28062806831506876, 'HRDH_1867': 0.6851570219667267}",0.20226447682582896,0.48289254514089774,0.48289254514089774,False,,0.6851570219667267,-0.28062806831506876,
Log_ZDEN,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.27934896214083527, 'HRDH_1867': 0.6850868296823688}",0.20286893377076676,0.482217895911602,0.482217895911602,False,,0.6850868296823688,-0.27934896214083527,
Log_ZDNC,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5588914724312314, 'HRDH_697': -0.40156802392408825}",-0.48022974817765984,0.48022974817765984,0.07866172425357157,True,-0.5588914724312314,,,-0.40156802392408825
Log_ZDEN,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5587260122955062, 'HRDH_697': -0.4015399799009284}",-0.4801329960982173,0.4801329960982173,0.07859301619728892,True,-0.5587260122955062,,,-0.4015399799009284
Log_HRD1,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5552047559347988, 'HRDH_697': 0.4044782260000854}",0.4798414909674421,0.4798414909674421,0.07536326496735671,True,0.5552047559347988,,,0.4044782260000854
Log_SHR,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.40191916709579584, 'HRDH_697': 0.5552617941415784}",0.07667131352289128,0.47859048061868714,0.47859048061868714,False,-0.40191916709579584,,,0.5552617941415784
Log_HRD2,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.7129244052228396, 'HRDH_697': -0.24394448263734936}",0.23448996129274513,0.4784344439300945,0.4784344439300945,False,0.7129244052228396,,,-0.24394448263734936
Log_SHR,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.47770887104494314, 'HRDH_697': 0.47489988892172397}",-0.0014044910616095863,0.4763043799833335,0.4763043799833335,False,-0.47770887104494314,,,0.47489988892172397
Log_SLGN,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5513724146068457, 'HRDH_697': -0.3962389244928256}",0.07756674505701006,0.47380566954983566,0.47380566954983566,False,0.5513724146068457,,,-0.3962389244928256
Log_LSN,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5629638722053362, 'HRDH_697': -0.3741998698510235}",-0.46858187102817983,0.46858187102817983,0.09438200117715634,True,-0.5629638722053362,,,-0.3741998698510235
Log_LSN,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.6560388713221974, 'HRDH_697': 0.27870230250934136}",-0.18866828440642802,0.4673705869157694,0.4673705869157694,False,,-0.6560388713221974,,0.27870230250934136
Log_SSN,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.1791679996964417, 'HRDH_1867': -0.7545321712028293}",-0.4668500854496355,0.4668500854496355,0.2876820857531938,True,,-0.7545321712028293,-0.1791679996964417,
Log_HRD1,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5681150277941815, 'HRDH_697': 0.3650287646811297}",-0.10154313155652592,0.4665718962376556,0.4665718962376556,False,-0.5681150277941815,,,0.3650287646811297
Log_ZCOR,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.4712302329149881, 'HRDH_1867': -0.46048488223615897}",0.005372675339414573,0.46585755757557357,0.46585755757557357,False,,-0.46048488223615897,0.4712302329149881,
Log_SSN,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.6896655106304955, 'HRDH_697': 0.24084709584542396}",0.46525630323795975,0.46525630323795975,0.22440920739253578,True,0.6896655106304955,,,0.24084709584542396
Log_GR,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.7510949862237785, 'HRDH_697': -0.17714716467247546}",0.2869739107756515,0.464121075448127,0.464121075448127,False,0.7510949862237785,,,-0.17714716467247546
Log_SLGN,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.6013200334584023, 'HRDH_697': 0.32322996757772715}",0.46227500051806475,0.46227500051806475,0.1390450329403376,True,0.6013200334584023,,,0.32322996757772715
Log_SSN,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.4242483452773059, 'HRDH_697': -0.4998003956481655}",-0.4620243704627357,0.4620243704627357,0.037776025185429774,True,-0.4242483452773059,,,-0.4998003956481655
Log_ZDEN,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.7189793520999715, 'HRDH_697': 0.19789386776168852}",-0.26054274216914153,0.45843660993083,0.45843660993083,False,-0.7189793520999715,,,0.19789386776168852
Log_ZDNC,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.7189220317772164, 'HRDH_697': 0.19790772295344633}",-0.260507154411885,0.4584148773653314,0.4584148773653314,False,-0.7189220317772164,,,0.19790772295344633
Log_HRD1,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.8153190501620635, 'HRDH_697': -0.10109965876972843}",-0.45820935446589595,0.45820935446589595,0.3571096956961676,True,-0.8153190501620635,,,-0.10109965876972843
Log_ZCOR,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4950212590659108, 'HRDH_697': -0.42074269149349486}",0.03713928378620798,0.45788197527970287,0.45788197527970287,False,0.4950212590659108,,,-0.42074269149349486
Log_SSD,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.28713798155601766, 'HRDH_1867': -0.6279133465917254}",-0.17038768251785386,0.4575256640738715,0.4575256640738715,False,,-0.6279133465917254,0.28713798155601766,
Log_SSD,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.7850290471112311, 'HRDH_697': 0.11820331654898705}",-0.333412865281122,0.4516161818301091,0.4516161818301091,False,,-0.7850290471112311,,0.11820331654898705
Log_LSN,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.14614528771648075, 'HRDH_1867': -0.7550675326758972}",-0.45060641019618897,0.45060641019618897,0.30446112247970825,True,,-0.7550675326758972,-0.14614528771648075,
Log_SSN,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3224529188871865, 'HRDH_697': -0.5772501617551709}",-0.4498515403211787,0.4498515403211787,0.12739862143399217,True,-0.3224529188871865,,,-0.5772501617551709
Log_LSN,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.32711032621799907, 'HRDH_697': -0.5718933840757402}",-0.44950185514686963,0.44950185514686963,0.12239152892887056,True,-0.32711032621799907,,,-0.5718933840757402
Log_ZDEN,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': 0.6949485099167998, 'HRDH_697': 0.19980142603917006}",0.4473749679779849,0.4473749679779849,0.24757354193881487,True,,0.6949485099167998,,0.19980142603917006
Log_ZDNC,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': 0.6949593615108652, 'HRDH_697': 0.19978580240877758}",0.44737258195982144,0.44737258195982144,0.24758677955104383,True,,0.6949593615108652,,0.19978580240877758
Log_RUK,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.24398909936314572, 'HRDH_697': 0.6440544346034804}",0.20003266762016736,0.4440217669833131,0.4440217669833131,False,-0.24398909936314572,,,0.6440544346034804
Log_PE,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.41922665719243646, 'HRDH_697': -0.46639983606117213}",-0.02358658943436784,0.4428132466268043,0.4428132466268043,False,0.41922665719243646,,,-0.46639983606117213
Log_LSN,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.7480020302661188, 'HRDH_697': 0.13512422339874292}",0.4415631268324308,0.4415631268324308,0.3064389034336879,True,0.7480020302661188,,,0.13512422339874292
Log_GRSL,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.39320206502904775, 'HRDH_697': -0.48516769259753956}",-0.0459828137842459,0.43918487881329366,0.43918487881329366,False,0.39320206502904775,,,-0.48516769259753956
Log_U,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.40394610321067226, 'HRDH_697': -0.47370189443742405}",-0.43882399882404816,0.43882399882404816,0.0348778956133759,True,-0.40394610321067226,,,-0.47370189443742405
Log_ZCOR,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4120237515273586, 'HRDH_697': 0.45951174457303506}",0.4357677480501968,0.4357677480501968,0.023743996522838234,True,0.4120237515273586,,,0.45951174457303506
Log_U,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.505525598736136, 'HRDH_697': 0.35765466317754935}",-0.07393546777929333,0.4315901309568427,0.4315901309568427,False,-0.505525598736136,,,0.35765466317754935
Log_KC,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.2427115295446761, 'HRDH_1867': 0.6169688471064343}",0.4298401883255552,0.4298401883255552,0.18712865878087911,True,,0.6169688471064343,0.2427115295446761,
Log_HRD2,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5095441806338455, 'HRDH_697': 0.34109411640679066}",0.4253191485203181,0.4253191485203181,0.08422503211352744,True,0.5095441806338455,,,0.34109411640679066
Log_U,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5689349736094222, 'HRDH_697': -0.2739778550918241}",0.14747855925879907,0.4214564143506232,0.4214564143506232,False,0.5689349736094222,,,-0.2739778550918241
Log_RUK,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.49491407494486206, 'HRDH_697': -0.34596433699650014}",0.07447486897418096,0.4204392059706811,0.4204392059706811,False,0.49491407494486206,,,-0.34596433699650014
Log_SPD,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': -0.5726209471729248, 'HRDH_1867': 0.26537043618820133}",-0.15362525549236172,0.41899569168056305,0.41899569168056305,False,-0.5726209471729248,0.26537043618820133,,
Log_CNC,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.23826485119281507, 'HRDH_697': -0.5985485730754233}",-0.18014186094130413,0.4184067121341192,0.4184067121341192,False,0.23826485119281507,,,-0.5985485730754233
Log_CN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.23100331137961258, 'HRDH_697': -0.5985543466824306}",-0.18377551765140898,0.4147788290310216,0.4147788290310216,False,0.23100331137961258,,,-0.5985543466824306
Log_HRD2,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.567568952016165, 'HRDH_697': -0.2610505438124853}",0.15325920410183982,0.4143097479143252,0.4143097479143252,False,0.567568952016165,,,-0.2610505438124853
Log_TH,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.32630674679992727, 'HRDH_697': -0.5007078397394571}",-0.08720054646976491,0.41350729326969216,0.41350729326969216,False,0.32630674679992727,,,-0.5007078397394571
Log_HRD2,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5544186006172015, 'HRDH_697': -0.2703784232154526}",-0.41239851191632704,0.41239851191632704,0.14202008870087446,True,-0.5544186006172015,,,-0.2703784232154526
Log_K,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.45312747631732825, 'HRDH_697': -0.36856542865399966}",0.042281023831664294,0.410846452485664,0.410846452485664,False,0.45312747631732825,,,-0.36856542865399966
Log_HRD2,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5847629819730243, 'HRDH_697': 0.23655559926478248}",0.4106592906189034,0.4106592906189034,0.17410369135412093,True,0.5847629819730243,,,0.23655559926478248
Log_GRSL,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.23468715922054606, 'HRDH_697': 0.5842896196283651}",0.4094883894244556,0.4094883894244556,0.17480123020390953,True,0.23468715922054606,,,0.5842896196283651
Log_SHR,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5063648597426185, 'HRDH_697': -0.3125096136758842}",-0.40943723670925136,0.40943723670925136,0.09692762303336713,True,-0.5063648597426185,,,-0.3125096136758842
Log_GRSL,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5529701636972415, 'HRDH_697': 0.2630403608372823}",0.4080052622672619,0.4080052622672619,0.1449649014299796,True,0.5529701636972415,,,0.2630403608372823
Log_K,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4319360525895305, 'HRDH_697': 0.3829789736638435}",0.407457513126687,0.407457513126687,0.024478539462843507,True,0.4319360525895305,,,0.3829789736638435
Log_WTBH,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.4513795922970262, 'HRDH_1867': 0.3626905764362798}",-0.0443445079303732,0.407035084366653,0.407035084366653,False,,0.3626905764362798,-0.4513795922970262,
Log_SSD,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.6274741271449661, 'HRDH_697': -0.18552108007451618}",0.22097652353522496,0.40649760360974113,0.40649760360974113,False,0.6274741271449661,,,-0.18552108007451618
Log_KTHC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.3483499277418791, 'HRDH_1867': 0.4636907756767448}",0.40602035170931194,0.40602035170931194,0.057670423967432854,True,,0.4636907756767448,0.3483499277418791,
Log_KTH,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.30611455470447135, 'HRDH_697': 0.50360608567517}",0.40486032018982065,0.40486032018982065,0.0987457654853493,True,0.30611455470447135,,,0.50360608567517
Log_SHR,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5353111104605481, 'HRDH_697': 0.2686170892525105}",-0.13334701060401882,0.4019640998565293,0.4019640998565293,False,-0.5353111104605481,,,0.2686170892525105
Log_SSN,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.42810137698636286, 'HRDH_697': -0.37450537806144435}",0.026797999462459254,0.4013033775239036,0.4013033775239036,False,0.42810137698636286,,,-0.37450537806144435
Log_KTH,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5121281710273689, 'HRDH_697': -0.28994634226138255}",0.11109091438299315,0.40103725664437573,0.40103725664437573,False,0.5121281710273689,,,-0.28994634226138255
Log_RTHUC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.5499251507213649, 'HRDH_1867': -0.2511152389844317}",-0.40052019485289836,0.40052019485289836,0.1494049558684666,True,,-0.2511152389844317,-0.5499251507213649,
Log_SFT2,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.2503604116942467, 'HRDH_1867': -0.5505356694215012}",-0.15008762886362725,0.400448040557874,0.400448040557874,False,,-0.5505356694215012,0.2503604116942467,
Log_SPD,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_1804']","{'HRDH_1119': -0.4243996253672877, 'HRDH_1804': 0.36994250272273055}",-0.027228561322278577,0.3971710640450091,0.3971710640450091,False,-0.4243996253672877,,0.36994250272273055,
Log_TH,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.3093103746359601, 'HRDH_697': -0.48138348477896004}",-0.08603655507149996,0.3953469297074601,0.3953469297074601,False,0.3093103746359601,,,-0.48138348477896004
Log_CNC,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.2658046080213853, 'HRDH_697': 0.5244514744961197}",0.3951280412587525,0.3951280412587525,0.12932343323736722,True,0.2658046080213853,,,0.5244514744961197
Log_PE,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4915394224338805, 'HRDH_697': 0.2951176612362053}",0.3933285418350429,0.3933285418350429,0.09821088059883759,True,0.4915394224338805,,,0.2951176612362053
Log_KTH,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.6242312108988489, 'HRDH_697': -0.16211301686126237}",-0.39317211388005563,0.39317211388005563,0.2310590970187933,True,-0.6242312108988489,,,-0.16211301686126237
Log_LSN,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.5065662033544169, 'HRDH_697': 0.27870230250934147}",-0.11393195042253773,0.3926342529318792,0.3926342529318792,False,,-0.5065662033544169,,0.27870230250934147
Log_CNC,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.2232969963206054, 'HRDH_697': 0.5606034530357829}",0.3919502246781941,0.3919502246781941,0.16865322835758872,True,0.2232969963206054,,,0.5606034530357829
Log_CN,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.2588526222055672, 'HRDH_697': 0.5244558631837056}",0.39165424269463645,0.39165424269463645,0.1328016204890692,True,0.2588526222055672,,,0.5244558631837056
Log_HRD1,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.25208303463759785, 'HRDH_1867': -0.5305518455342971}",-0.13923440544834964,0.3913174400859475,0.3913174400859475,False,,-0.5305518455342971,0.25208303463759785,
Log_RTHK,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.31324312117675895, 'HRDH_697': -0.464660187215323}",-0.07570853301928201,0.38895165419604094,0.38895165419604094,False,0.31324312117675895,,,-0.464660187215323
Log_K,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4698992750170461, 'HRDH_697': 0.30675498845114896}",0.3883271317340975,0.3883271317340975,0.08157214328294857,True,0.4698992750170461,,,0.30675498845114896
